CohortMonth,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2010-12,100.0,11.688311688311687,5.194805194805195,9.090909090909092,11.688311688311687,7.792207792207792,5.194805194805195,9.090909090909092,6.493506493506493,2.5974025974025974,9.090909090909092,19.480519480519483,3.896103896103896,,,,,,,,,,,,
2011-01,100.0,21.12676056338028,21.12676056338028,19.718309859154928,21.12676056338028,15.492957746478872,15.492957746478872,12.676056338028168,11.267605633802818,23.943661971830984,25.352112676056336,11.267605633802818,,,,,,,,,,,,,
2011-02,100.0,20.32520325203252,17.073170731707318,18.69918699186992,21.951219512195124,15.447154471544716,17.073170731707318,15.447154471544716,16.260162601626014,19.51219512195122,8.130081300813007,,,,,,,,,,,,,,
2011-03,100.0,24.15730337078652,24.15730337078652,22.47191011235955,22.47191011235955,16.853932584269664,21.910112359550563,22.47191011235955,25.280898876404496,9.550561797752808,,,,,,,,,,,,,,,
2011-04,100.0,26.666666666666668,20.952380952380953,20.0,20.0,24.761904761904763,20.0,25.71428571428571,12.380952380952381,,,,,,,,,,,,,,,,
2011-05,100.0,26.851851851851855,25.0,17.59259259259259,22.22222222222222,21.296296296296298,25.925925925925924,11.11111111111111,,,,,,,,,,,,,,,,,
2011-06,100.0,26.851851851851855,22.22222222222222,27.77777777777778,22.22222222222222,28.703703703703702,10.185185185185185,,,,,,,,,,,,,,,,,,
2011-07,100.0,23.52941176470588,30.392156862745097,29.411764705882355,35.294117647058826,15.686274509803921,,,,,,,,,,,,,,,,,,,
2011-08,100.0,33.0188679245283,31.132075471698112,27.358490566037734,18.867924528301888,,,,,,,,,,,,,,,,,,,,
2011-09,100.0,34.22459893048128,39.037433155080215,16.0427807486631,,,,,,,,,,,,,,,,,,,,,
2011-10,100.0,33.4841628959276,17.647058823529413,,,,,,,,,,,,,,,,,,,,,,
2011-11,100.0,17.1875,,,,,,,,,,,,,,,,,,,,,,,
2011-12,100.0,,,,,,,,,,,,,,,,,,,,,,,,
